Brand,Model,Variant,Year,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Selling_Price
11,66,451,2013,78413,1,0,1,2,550000
11,68,679,2018,40890,1,0,1,0,790000
9,77,654,2015,34823,4,0,1,2,350000
12,97,677,2017,55545,1,0,1,0,750000
9,27,730,2014,56541,1,0,1,0,409999
10,143,665,2016,43700,4,1,1,0,220000
19,245,632,2009,120000,4,1,1,2,68000
10,139,665,2017,20000,4,1,1,0,290000
9,112,682,2014,27483,1,0,1,0,600000
12,456,643,2019,8000,4,1,1,0,470000
10,604,41,2008,30000,4,1,1,0,150000
12,16,523,2014,56207,4,0,1,2,180000
12,586,643,2006,70000,4,1,1,0,80000
9,538,706,2018,1440,4,1,1,0,875000
12,16,523,2019,50000,4,1,1,0,300000
21,349,260,2011,63657,1,0,1,0,220000
11,516,274,2013,60000,1,1,1,0,250000
20,269,408,2016,75000,1,0,1,0,919999
21,508,300,2013,97248,4,0,1,0,380000
12,456,702,2012,46000,1,1,1,0,450000
10,517,323,2016,10000,4,1,0,0,770000
12,459,634,2018,80000,1,1,1,0,550000
19,325,395,2011,100000,1,1,1,2,320000
12,382,569,2013,35000,4,1,1,0,400000
12,87,554,2017,50000,4,1,0,0,450000
12,379,722,2011,90000,1,1,1,4,220000
11,571,460,2012,150000,1,1,1,2,400000
10,517,317,2013,89000,4,1,1,2,530000
12,459,702,2014,60000,1,1,1,2,390000
6,234,135,2012,100000,1,1,1,2,185000
12,382,569,2012,100000,4,1,1,2,300000
12,474,569,2014,90000,1,1,1,2,575000
12,552,708,2014,75000,4,1,1,0,300000
20,187,192,2017,36000,1,0,1,0,425000
10,572,69,2016,12000,4,1,1,0,350000
9,38,733,2017,12997,1,0,1,0,550000
12,94,158,2017,40000,4,1,0,0,500000
11,426,487,2015,60000,1,1,1,0,600000
11,363,572,2013,25000,1,1,1,2,300000
10,518,315,2018,26430,1,0,1,0,1150000
12,456,151,2015,24600,4,0,1,0,475000
12,539,643,2011,28481,4,0,1,0,260000
8,146,12,2013,100000,4,1,1,0,350000
11,571,460,2013,41988,1,0,1,0,750000
12,539,643,2009,30375,4,0,1,0,180000
17,280,9,2017,7658,4,0,0,0,350000
12,459,702,2017,34400,1,0,1,0,611000
17,281,569,2017,18500,4,0,1,0,325000
10,136,13,2012,48000,4,0,1,0,225000
12,540,708,2014,28942,4,0,0,0,300000
11,68,679,2017,50000,1,1,1,2,400000
11,571,460,2012,53600,1,0,1,0,711000
20,269,410,2015,53652,1,0,1,0,851000
12,170,708,2014,25000,4,1,1,0,500000
20,269,415,2007,80000,1,1,1,2,250000
12,16,529,2017,50000,4,1,1,0,150000
11,422,353,2016,15000,1,1,1,2,610000
11,278,360,2018,5000,4,1,1,0,450000
10,605,160,2017,106000,1,1,1,0,744000
3,439,7,2008,100000,4,1,1,4,120000
17,279,670,2016,60000,4,1,1,4,220000
12,170,722,2012,120000,1,1,1,1,480000
12,93,569,2017,82000,4,1,0,0,370000
6,347,344,2003,35000,1,1,1,2,55000
10,517,285,2011,125000,1,1,1,4,260000
6,291,143,2015,130000,1,1,1,0,350000
12,16,520,2012,97000,0,1,1,2,170000
10,224,688,2015,90000,4,1,1,2,350000
12,459,709,2009,60000,4,1,1,4,250000
19,257,574,2013,60000,1,1,1,0,170000
10,224,71,2019,25000,4,1,1,0,550000
9,74,95,2017,15000,4,1,1,0,400000
19,316,648,2011,20000,4,1,1,0,120000
8,201,696,2010,70000,4,1,1,0,275000
19,599,126,2016,90000,4,1,1,0,285000
10,126,165,2016,80000,1,1,1,0,900000
10,517,314,2013,70000,1,1,1,2,620000
8,197,106,2018,15000,4,1,1,0,650000
12,170,708,2014,35000,4,1,1,0,500000
19,325,394,2009,120000,1,1,1,2,250000
11,304,653,2018,15000,1,1,1,2,950000
20,185,122,2015,60000,4,1,1,0,320000
17,130,370,2013,120000,1,1,1,0,450000
11,278,364,2016,90000,1,1,1,0,350000
12,459,708,2015,90000,4,1,1,0,400000
10,609,163,2009,72000,1,1,1,2,250000
10,401,735,2001,50000,4,1,1,4,52000
10,517,318,2011,60000,4,1,0,4,450000
12,466,50,2018,40000,4,1,1,0,615000
12,383,645,2012,60000,1,1,1,2,400000
19,316,642,2013,40000,4,1,1,0,60000
12,242,46,2017,9161,4,1,1,0,500000
9,315,704,2015,45000,4,1,1,0,600000
10,220,140,2010,110000,4,1,1,0,110000
10,408,665,2013,80000,4,1,1,0,175000
8,195,238,2011,100000,1,1,1,2,325000
12,459,634,2017,90000,1,1,1,0,425000
10,12,573,2009,70000,0,1,1,4,160000
12,590,568,2007,80000,4,1,1,4,100000
12,459,634,2014,110000,1,1,1,2,390000
10,605,104,2017,50000,4,1,1,0,400000
19,500,86,2018,5000,4,1,1,0,509999
10,603,33,2008,90000,4,1,1,4,150000
10,407,617,2009,120000,4,1,1,0,110000
15,448,720,2013,80000,1,1,1,0,450000
10,605,104,2017,38000,4,1,1,2,400000
10,407,617,2009,120000,4,1,1,0,140000
19,257,574,2011,90000,1,1,1,0,130000
12,16,523,2017,50000,4,1,1,0,160000
12,16,523,2016,60000,4,1,1,0,150000
11,571,460,2013,100000,1,1,1,2,500000
19,316,689,2011,19000,4,1,1,0,40000
11,515,203,2015,70000,1,1,1,2,227000
12,456,702,2011,50000,1,1,1,2,285000
12,16,642,2012,19077,4,1,1,2,155000
10,137,646,2016,30000,4,1,1,0,210000
12,16,644,2009,80000,4,1,1,2,140000
20,269,416,2015,128000,1,1,1,0,940000
15,493,368,2013,80000,1,1,1,0,750000
12,57,128,2016,100000,1,1,1,0,610000
15,450,645,2015,50000,1,1,1,0,450000
20,187,614,2012,56000,1,1,1,0,409999
10,136,13,2018,21302,4,1,1,0,100000
17,279,24,2018,10500,4,1,1,0,300000
11,66,450,2013,107000,1,1,1,0,400000
10,604,41,2010,60000,4,1,1,2,210000
10,414,630,2006,120000,4,1,1,2,90000
12,548,632,2010,70000,4,1,1,0,222000
12,16,523,2015,50000,4,1,1,2,240000
20,187,614,2013,70000,1,1,1,2,450000
21,277,391,2012,55300,1,0,0,0,735000
19,252,541,2012,74300,1,0,1,0,285000
9,110,654,2010,48781,4,0,1,0,350000
21,277,345,2010,87620,1,0,0,0,290000
21,503,258,2017,40219,1,0,0,0,890000
9,271,706,2011,11473,4,0,1,0,385000
12,148,501,2017,8352,4,0,1,0,425000
12,553,553,2017,9745,4,0,0,0,525000
10,224,562,2017,9748,4,0,1,0,550000
21,349,19,2012,49000,4,0,1,0,271000
10,226,659,2015,31080,4,0,1,0,490000
10,139,665,2014,37605,4,0,1,0,260000
10,572,36,2014,55850,1,0,1,0,455000
19,320,569,2010,58850,4,0,1,0,75000
20,185,122,2015,23839,4,0,1,0,421000
12,458,634,2016,54000,1,0,1,0,550000
10,604,44,2013,38000,4,0,0,0,330000
21,503,251,2012,45454,1,0,1,0,390000
18,364,246,2015,46957,1,0,0,0,599000
10,220,616,2007,60000,4,1,1,1,110000
17,282,661,2016,25000,4,1,1,0,250000
11,422,652,2012,110000,1,1,1,1,600000
11,370,179,2008,90000,4,1,1,0,80000
12,18,708,2019,5000,4,1,1,0,350000
12,474,569,2015,60000,1,1,1,0,475000
12,459,702,2018,50000,1,1,1,0,500000
3,392,150,2014,120000,1,1,1,0,250000
10,10,576,2005,120000,1,1,1,2,100000
12,21,558,2019,5000,4,1,1,0,350000
10,407,713,2005,120000,4,1,1,2,95000
10,228,688,2015,58000,1,1,1,0,409999
11,568,569,2018,35000,1,1,1,0,1050000
12,18,708,2017,30000,4,1,1,0,320000
11,563,569,2019,10000,1,1,1,0,1000000
11,494,575,2018,20000,1,1,1,0,950000
12,459,722,2018,50000,1,1,1,0,750000
10,143,665,2014,42000,4,1,1,0,220000
19,241,716,2017,50000,1,1,1,0,1000000
9,313,591,2017,116000,1,1,1,0,660000
12,170,722,2015,100000,1,1,1,0,716000
12,104,665,2015,66000,4,1,1,0,675000
11,422,642,2010,110000,1,1,1,4,385000
6,236,134,2014,70000,1,1,1,0,325000
10,126,290,2015,60000,1,1,1,0,950000
8,165,604,2007,110000,1,1,0,1,400000
19,253,638,2014,25000,1,1,1,0,250000
12,16,523,2014,20000,4,1,1,0,210000
10,602,39,2011,110000,4,1,1,2,147000
12,532,659,2018,26350,1,1,1,0,725000
11,429,569,2012,90000,1,1,1,0,550000
10,615,41,2016,25000,4,1,1,0,475000
10,407,617,2014,50000,4,1,1,2,250000
19,244,639,2006,60000,4,1,1,2,70000
10,139,665,2012,70000,4,1,1,4,160000
8,164,473,2011,90000,1,1,0,2,1000000
10,400,735,2001,70000,4,1,1,0,68000
10,224,63,2017,26500,4,1,1,0,500000
10,126,177,2020,10000,1,1,1,0,1050000
10,518,311,2017,50000,1,1,1,0,900000
12,16,642,2007,52000,4,1,1,2,100000
10,609,162,2013,90000,1,1,1,0,300000
19,257,642,2011,60000,1,1,1,2,140000
8,197,107,2018,35000,4,1,1,0,550000
11,571,487,2012,71042,1,0,1,0,650000
14,345,492,2012,167870,1,0,1,2,1025000
8,191,241,2011,133564,1,0,1,0,195000
9,116,725,2018,23038,4,2,0,0,1140000
3,63,638,2011,70000,1,1,1,0,95000
12,58,41,2017,43608,4,2,1,0,585000
12,57,577,2018,11212,4,2,0,0,825000
10,605,183,2013,52000,1,0,1,0,280000
12,56,728,2016,49217,4,2,1,0,725000
11,515,204,2015,90000,1,1,1,0,300000
10,572,68,2015,70000,4,1,1,0,375000
9,106,704,2003,90000,4,1,1,1,310000
19,573,490,2012,80000,1,1,1,2,400000
15,491,530,2014,80000,1,1,1,2,550000
12,148,509,2018,20000,4,1,1,0,270000
12,170,722,2012,110000,1,1,1,2,555000
8,146,208,2013,60000,1,1,1,2,500000
18,287,348,2010,130000,1,1,0,2,400000
10,136,13,2017,28838,4,1,1,0,280000
19,244,589,2006,100000,1,1,1,0,55000
12,16,524,2014,50000,4,1,1,0,250000
11,276,505,2007,100000,1,1,1,2,95000
11,422,353,2014,135000,1,1,1,2,725000
11,69,663,2015,50000,1,1,1,4,320000
3,63,638,2012,50000,1,1,1,0,160000
9,271,273,2018,19571,1,0,1,0,790000
12,456,643,2011,70000,4,1,1,0,175000
12,535,697,2018,15000,1,1,0,0,950000
12,86,569,2019,50000,4,1,1,0,340000
17,83,213,2017,13500,1,1,1,0,825000
9,37,569,2018,25000,1,0,1,0,780000
20,120,343,2010,80000,4,1,0,4,350000
9,39,569,2018,39000,4,0,1,0,690000
12,16,529,2016,60000,4,1,1,0,245000
9,37,569,2018,49000,1,0,1,0,790000
9,35,731,2018,48600,4,0,1,0,680000
10,226,659,2017,20000,4,1,1,2,540000
11,278,365,2016,25000,4,1,1,0,425000
12,588,687,2008,120000,4,1,1,0,140000
12,178,665,2019,30000,1,1,1,0,1100000
17,294,537,2015,35000,1,1,1,0,715000
19,599,127,2018,54000,4,0,1,2,400000
10,418,630,2005,90000,4,0,1,2,114999
8,145,242,2018,21394,1,0,1,0,950000
5,218,664,2015,32686,4,0,1,0,310000
11,275,504,2006,1001,1,0,1,0,575000
17,357,673,2017,22000,1,0,1,0,490000
10,224,655,2017,53261,4,0,1,0,480000
17,279,24,2018,10000,4,0,1,0,370000
12,57,128,2017,14000,1,0,1,0,835000
21,349,454,2017,44000,4,0,1,0,650000
20,184,701,2014,39895,1,0,1,0,670000
3,129,554,2017,73000,1,0,0,0,950000
9,115,682,2014,17000,4,0,1,0,690000
21,349,454,2017,18591,4,0,1,0,670000
19,327,233,2017,26766,1,0,1,0,925000
10,143,665,2015,30000,4,1,1,0,250000
19,442,602,2016,42000,1,1,1,0,509999
9,111,706,2014,110000,1,1,1,0,520000
19,244,588,2005,100000,1,1,1,0,100000
19,257,642,2009,110000,1,1,1,4,130000
8,145,242,2018,27620,1,0,1,0,950000
8,197,106,2015,70000,4,1,1,0,450000
9,106,674,2012,50000,4,1,1,2,320000
12,459,702,2015,50000,1,1,1,0,480000
20,269,428,2012,82000,1,1,1,0,790000
12,338,569,2016,120000,4,1,1,0,120000
12,16,644,2006,80000,4,1,1,4,75000
19,245,632,2010,70000,4,1,1,0,99000
12,377,445,2018,20000,1,1,1,0,1015000
20,270,430,2011,120000,1,1,1,0,520000
10,518,284,2018,30000,1,1,0,0,1100000
12,459,702,2016,60000,1,1,1,0,525000
10,609,41,2016,40000,4,1,1,0,500000
11,425,508,2016,161327,1,1,1,0,675000
10,603,119,2009,60000,4,1,1,4,150000
11,66,586,2007,50000,1,1,1,0,250000
10,224,71,2018,6000,4,1,1,0,450000
10,407,718,2009,68000,4,1,1,2,150000
3,63,638,2012,85000,1,1,1,0,200000
11,433,399,2011,70000,1,1,0,0,525000
12,480,568,2010,100000,1,1,1,2,180000
9,28,730,2015,110000,1,1,1,0,475000
12,16,523,2015,46000,4,1,1,2,285000
12,24,568,2008,60000,4,1,1,2,91200
10,228,688,2015,42000,1,1,1,0,400000
10,413,554,2006,90000,4,1,0,2,160000
18,585,490,2012,85000,1,1,1,2,650000
10,517,311,2012,120000,1,1,1,4,409999
8,146,209,2013,72000,1,1,1,0,425000
12,547,573,2013,71000,0,1,1,2,250000
12,459,709,2009,110000,4,1,1,1,200000
21,352,120,2010,144000,1,1,1,1,130000
12,148,501,2017,30000,4,0,1,0,260000
10,517,683,2007,65000,4,0,1,0,155000
9,271,273,2015,38000,1,1,1,0,450000
12,380,664,2012,90000,4,1,1,2,220000
10,607,596,2018,37000,1,0,1,0,650000
12,16,523,2018,30000,4,0,1,0,285000
9,33,569,2018,26000,4,0,0,0,725000
12,94,727,2016,30000,4,0,1,0,625000
10,608,664,2016,23000,4,0,1,0,550000
10,600,655,2012,40000,4,0,1,0,240000
15,490,530,2014,27000,1,0,1,0,600000
19,325,393,2012,65000,1,0,1,0,350000
10,143,665,2015,32000,4,0,1,0,245000
11,66,565,2016,56000,1,0,1,0,600000
11,430,632,2014,80000,1,0,1,0,620000
12,459,116,2014,52000,4,0,1,2,395000
12,170,726,2014,13250,4,0,1,0,635000
12,16,642,2011,36000,4,0,1,0,180000
12,481,665,2015,73000,1,0,1,2,484999
12,16,642,2004,60000,4,1,1,0,110000
12,553,568,2006,60000,4,1,1,2,150000
3,487,377,2012,110000,1,1,1,0,400000
19,251,145,2012,70000,1,1,1,2,200000
17,130,534,2013,60000,1,1,1,2,302000
12,467,569,2011,90000,1,1,1,1,215000
12,553,568,2004,80000,4,1,1,2,155000
20,269,410,2014,101000,1,1,1,2,1000000
11,68,679,2018,44000,1,1,1,0,550000
12,456,152,2006,45000,4,1,1,0,200000
11,425,508,2017,120000,1,1,1,0,750000
12,586,643,2005,90000,4,1,1,2,90000
12,547,657,2007,120000,4,1,1,2,80000
10,138,665,2013,13500,4,1,1,0,229999
17,279,24,2017,10000,4,1,1,0,350000
10,224,655,2015,25000,4,1,1,4,325000
19,500,87,2018,8500,4,1,1,0,450000
12,380,596,2012,120000,1,1,1,0,250000
21,350,120,2012,120000,1,1,1,0,225000
12,16,644,2009,90246,4,1,1,4,150000
12,23,568,2008,90000,4,1,1,2,110000
12,24,568,2010,40000,4,1,1,2,150000
17,130,532,2017,32000,1,1,1,2,610000
19,302,706,2013,60400,1,1,1,0,170000
10,517,576,2008,70950,1,1,1,2,150000
10,572,34,2015,72000,1,1,1,0,375000
12,456,702,2013,90000,1,1,1,0,390000
10,606,94,2017,10000,4,1,1,0,600000
12,16,523,2014,25000,4,1,1,2,204999
10,517,576,2009,80000,1,1,1,2,270000
10,224,688,2017,10000,4,1,1,0,375000
12,56,728,2020,1100,4,1,1,0,700000
12,477,594,2017,40000,4,1,1,0,455000
10,604,40,2017,10000,4,1,1,0,375000
10,224,562,2014,31491,4,1,1,0,341000
12,459,702,2014,107143,1,1,1,2,200000
12,242,43,2017,15000,4,1,0,0,450000
10,408,665,2012,50000,4,1,1,2,170000
11,68,642,2016,60000,1,1,1,0,500000
12,533,665,2016,85000,1,1,1,0,819999
12,456,58,2014,40000,4,1,1,2,351000
10,603,119,2011,80000,4,1,1,2,195000
12,459,703,2008,82000,1,1,1,2,250000
12,588,38,2008,70000,4,1,1,2,120000
12,6,710,2009,70000,4,1,1,4,180000
11,278,362,2016,20000,1,1,1,0,430000
19,318,569,2012,35000,4,1,1,2,75000
11,574,582,2017,80000,1,1,1,0,750000
19,316,648,2011,40000,4,1,1,0,60000
11,71,465,2011,150000,1,1,1,1,390000
11,485,477,2016,50000,1,1,1,0,630000
19,390,486,2018,15000,1,1,1,0,1085000
10,603,119,2012,60000,4,1,1,2,190000
12,58,563,2018,25000,4,1,0,0,550000
12,16,523,2012,90000,4,1,1,4,200000
3,439,16,2011,60000,4,1,1,0,165000
8,200,604,2013,65000,1,1,1,0,260000
12,16,642,2011,40000,4,1,1,0,151000
12,530,703,2018,50000,1,1,1,0,780000
19,252,642,2012,80000,1,1,1,4,175000
19,253,638,2010,107500,1,0,1,0,170000
19,253,638,2013,135000,1,0,1,2,210000
12,16,644,2007,43826,4,0,1,2,90000
10,607,664,2016,55838,4,0,1,0,535000
12,474,569,2007,112880,1,0,1,0,195000
19,255,154,2011,90000,1,1,1,4,140000
15,447,715,2012,40000,4,1,1,0,350000
10,517,317,2013,66000,4,1,1,0,425000
17,279,24,2017,30300,4,1,1,0,300000
21,506,604,2013,85000,1,1,1,2,340000
12,459,709,2009,80659,4,0,1,0,250000
3,47,180,2008,81324,4,0,1,0,170000
9,28,730,2013,127884,1,0,1,0,315000
3,62,663,2015,50000,4,1,1,0,200000
3,62,663,2016,25000,4,1,1,0,300000
9,28,730,2015,66755,1,0,1,0,300000
9,106,598,2013,123084,4,0,1,0,380000
9,28,730,2013,95851,1,0,1,0,310000
12,556,545,2010,50000,4,1,1,0,260000
12,333,518,2008,50000,4,1,1,2,150000
12,182,568,2006,60000,4,1,1,2,85000
12,16,523,2015,15000,4,1,1,2,280000
11,582,545,2016,40000,1,1,1,0,850000
5,217,569,2017,20000,4,1,1,2,375000
10,153,660,2006,120000,1,1,1,4,125000
3,63,640,2012,110000,1,1,1,0,250000
10,605,166,2011,70000,1,1,1,0,220000
19,248,145,2010,110000,1,1,1,2,110000
10,528,5,2007,84000,4,1,1,2,150000
15,448,720,2012,170000,1,1,1,0,300000
5,369,659,2017,40000,4,1,1,0,220000
12,539,642,2006,96000,4,1,1,2,75000
19,257,638,2009,20000,1,1,1,0,100000
8,197,107,2016,15000,4,1,1,0,380000
10,415,4,2007,50000,4,1,1,0,100000
21,348,340,2010,80000,4,1,1,2,480000
20,184,614,2012,124000,1,1,1,0,300000
3,63,638,2013,70000,1,1,1,0,190000
8,199,643,2012,130000,1,1,1,2,190000
8,145,264,2017,19014,4,0,1,0,650000
20,125,2,2009,23262,4,0,1,0,300000
8,207,569,2016,29600,1,0,1,0,700000
10,604,40,2015,35925,4,0,1,0,310000
12,242,118,2018,12000,4,1,1,0,500000
20,184,700,2013,40771,4,0,1,0,415000
12,87,554,2015,30500,4,0,0,2,395000
20,187,62,2014,42000,4,0,1,2,430000
20,119,625,2007,55800,4,0,1,2,215000
17,132,555,2014,66569,1,0,1,0,550000
21,349,260,2014,81358,1,0,1,0,415000
21,349,251,2015,82695,1,0,1,0,450000
8,199,603,2014,68293,1,0,1,2,285000
9,274,577,2016,32000,4,0,0,0,580000
12,5,692,2006,64700,4,1,1,0,78000
19,598,129,2016,88470,1,1,1,0,400000
10,517,286,2016,75000,1,1,1,0,850000
21,505,626,2013,120000,1,1,1,2,450000
20,184,194,2017,70000,1,1,1,0,780000
12,16,529,2020,1000,4,1,1,0,350000
11,363,571,2013,120000,1,1,1,2,285000
21,503,254,2015,98000,1,0,1,0,525000
12,94,723,2014,90000,1,0,1,2,550000
21,40,251,2018,70000,1,1,1,0,580000
19,317,676,2013,25000,4,1,1,4,75000
19,297,668,2009,60000,1,1,1,4,185000
12,334,517,2007,90000,4,1,1,1,110000
21,350,120,2010,110000,1,1,1,2,350000
3,341,301,2005,126000,4,1,1,2,60000
11,485,475,2018,70000,1,1,1,0,695000
12,589,568,2007,74183,4,1,1,2,135000
11,69,663,2015,70000,1,1,1,2,640000
12,16,529,2014,90000,4,1,1,0,160000
19,244,643,2004,46000,4,1,1,2,80000
12,459,702,2013,110000,1,1,1,2,340000
12,371,703,2012,80000,1,1,1,2,110000
19,442,602,2013,90000,1,1,1,2,250000
11,363,571,2014,1,1,1,1,2,250000
12,545,657,2013,70000,4,1,1,1,240000
11,67,508,2007,120000,1,1,1,2,225000
12,553,661,2015,60000,4,1,1,2,275000
19,445,512,2012,120000,1,1,1,2,320000
12,23,568,2008,120000,4,1,1,0,75000
19,245,632,2007,50000,4,1,1,2,85000
19,249,568,2009,120000,1,1,1,0,90000
12,547,657,2007,80000,4,1,1,2,85000
11,422,652,2008,80000,1,1,1,2,350000
18,453,384,2009,100000,1,1,0,2,355000
12,456,708,2020,1500,4,1,1,0,619000
19,244,587,2006,100000,1,1,1,2,55000
8,191,329,2006,83411,4,1,1,0,95000
21,505,626,2011,120000,1,1,1,2,300000
8,191,329,2006,83411,4,1,1,0,81000
18,453,384,2015,80000,1,1,0,2,1000000
12,170,702,2019,50000,1,1,1,0,925000
11,69,663,2015,40000,1,1,1,0,450000
11,422,602,2014,13270,1,1,1,0,600000
10,417,630,2006,100000,4,1,0,4,85000
11,496,494,2016,50000,1,1,1,0,700000
10,224,67,2017,26500,4,1,1,0,486000
12,456,702,2013,90000,1,1,1,0,400000
8,191,172,2008,100000,4,1,1,4,120000
12,16,523,2018,35000,4,1,1,0,275000
10,611,162,2016,57000,1,1,1,0,580000
12,459,643,2015,70000,4,1,1,0,375000
12,555,545,2015,100000,4,1,1,4,229999
12,16,642,2010,88000,4,1,1,2,110000
12,459,702,2017,60000,1,1,1,0,600000
12,6,710,2009,76000,4,1,1,2,120000
8,199,696,2010,100000,1,1,1,2,200000
10,517,314,2012,110000,1,1,1,2,450000
10,517,314,2012,80000,1,1,1,2,550000
12,16,642,2012,80000,4,1,1,2,220000
12,5,602,2001,30000,4,1,1,0,40000
17,280,8,2017,20000,4,1,0,0,300000
11,68,678,2018,40000,1,1,1,0,630000
12,459,702,2017,40000,1,1,1,2,610000
10,572,111,2019,7000,4,1,1,2,660000
12,551,569,2012,80000,3,1,1,2,220000
15,311,666,2011,90000,1,1,1,2,138000
15,311,666,2013,13770,1,1,1,0,210000
12,596,630,2005,34000,4,0,1,0,125000
12,24,568,2008,102000,4,0,1,0,125000
9,111,682,2014,110000,1,1,1,0,725000
12,18,448,2011,90000,4,1,1,2,170000
12,553,568,2003,90000,4,1,1,2,70000
12,16,644,2007,70000,4,1,1,2,100000
9,117,331,2006,80000,4,1,1,2,300000
12,456,702,2013,100000,1,1,1,2,450000
12,459,702,2015,100000,1,1,1,0,530000
12,588,37,2007,143000,4,1,1,4,100000
9,106,270,2010,115000,4,1,1,2,350000
19,303,632,2011,100000,1,1,1,2,165000
12,459,722,2019,120000,1,1,1,2,475000
11,579,632,2013,42000,1,1,1,0,350000
17,279,670,2016,38000,4,1,1,0,229999
9,537,706,2018,35000,1,1,1,0,800000
12,459,722,2014,120000,1,1,1,2,475000
15,490,368,2014,136906,1,1,1,0,425000
12,98,665,2015,97000,1,1,1,2,660000
9,30,664,2019,10000,4,1,0,0,610000
9,77,654,2013,50000,4,1,1,4,240000
12,180,649,2005,60000,4,1,1,2,70000
20,122,584,2011,120000,1,1,1,0,550000
19,250,99,2010,120000,4,1,1,2,100000
11,66,678,2010,90000,1,1,1,2,350000
10,139,665,2013,120000,4,1,1,0,200000
10,155,569,2019,3000,4,1,0,0,720000
12,371,703,2014,133000,1,1,1,0,350000
12,554,632,2016,25000,4,1,1,0,400000
10,606,94,2017,35000,4,1,1,0,570000
12,338,569,2015,70000,4,1,1,0,130000
12,16,523,2016,52000,4,1,1,0,210000
10,126,175,2018,52000,1,1,1,0,800000
9,271,221,2017,39000,1,1,1,0,700000
19,252,706,2011,28689,1,1,1,0,200000
19,42,495,2014,90000,1,1,1,2,495000
8,192,173,2014,80322,1,0,1,0,325000
8,210,569,2019,8000,4,1,1,0,650000
12,5,548,2007,90000,4,1,1,2,75000
10,224,54,2015,61658,1,0,1,0,350000
12,589,569,2010,50000,4,1,1,4,90000
12,173,702,2016,80000,1,1,1,0,600000
12,474,569,2014,57000,1,1,1,2,370000
9,106,224,2004,120000,4,1,1,2,125000
10,224,66,2019,20000,4,1,0,0,650000
12,172,554,2017,30600,4,1,0,0,800000
21,349,28,2020,5000,4,1,1,0,802000
10,572,35,2016,35000,1,1,1,0,430000
10,517,316,2017,23000,4,1,1,0,650000
11,422,436,2004,120000,1,1,1,0,170000
12,16,523,2013,87000,4,1,1,0,250000
8,146,11,2014,72000,4,1,1,2,550000
12,593,568,2007,100000,4,1,1,2,140000
3,62,640,2012,12000,4,1,1,0,155000
10,10,610,2010,67000,4,1,1,4,120000
20,269,406,2012,70000,1,1,1,0,287000
12,57,128,2016,60000,1,1,1,0,675000
10,603,119,2011,74500,4,1,1,2,235000
10,605,164,2011,118700,1,1,1,2,300000
15,312,577,2015,40000,4,1,0,2,434999
20,119,550,2006,140000,4,1,1,2,160000
10,231,688,2020,5000,4,1,1,0,600000
3,487,470,2016,100000,1,1,1,2,470000
12,459,709,2011,100000,4,1,1,2,300000
12,58,41,2018,2000,4,1,1,0,600000
10,232,655,2020,4000,4,1,0,0,640000
19,244,589,2006,120000,1,1,1,1,50000
10,517,324,2015,35000,4,1,1,0,600000
10,603,637,2014,29000,3,1,1,0,290000
10,517,324,2015,30000,4,1,1,0,600000
19,296,632,2012,120000,1,1,1,0,190000
10,602,33,2008,110000,4,1,1,4,160000
12,18,708,2017,15000,4,1,1,0,325000
11,66,586,2006,73756,1,1,1,0,200000
3,439,15,2011,60000,4,1,1,4,125000
10,603,33,2008,60000,4,1,1,1,155000
10,609,162,2015,90000,1,1,1,0,550000
12,545,568,2009,70000,4,1,1,1,130000
12,5,546,2002,70000,4,1,1,2,80000
20,185,199,2015,80000,1,1,1,2,500000
17,282,569,2019,27000,4,1,1,0,250000
11,571,460,2012,70000,1,1,1,0,580000
4,306,675,2002,50000,4,1,1,0,60000
8,199,696,2014,90000,1,1,1,2,200000
20,185,199,2015,80000,1,1,1,2,350000
11,571,487,2012,80000,1,1,1,2,600000
9,271,700,2019,4000,4,1,1,0,650000
12,6,649,2008,40000,4,1,1,0,120000
19,325,393,2010,120000,1,1,1,2,180000
10,527,284,2018,41395,4,1,0,0,950000
19,300,632,2012,35000,1,1,1,2,250999
3,62,640,2013,50000,4,1,1,0,165000
10,151,683,2015,48000,4,0,1,0,700000
11,571,487,2015,53000,1,0,1,0,750000
5,616,26,2018,15000,4,0,0,0,290000
19,318,568,2014,7000,4,1,1,2,45000
18,452,384,2013,88000,1,0,0,0,675000
15,491,530,2015,55000,1,0,1,0,530000
3,168,508,2014,71014,1,0,1,0,325000
9,28,596,2015,60000,1,0,1,0,400000
11,278,359,2017,71000,1,0,1,0,380000
9,116,706,2016,45000,4,0,0,0,750000
9,74,706,2017,45000,4,0,1,0,390000
17,421,672,2015,60000,1,0,1,0,370000
3,63,640,2013,80000,1,1,1,2,210000
10,517,314,2012,89550,1,1,1,2,575000
11,574,582,2010,90000,1,1,1,4,320000
12,472,569,2010,149500,1,1,1,4,280000
8,193,693,2013,83000,1,0,1,0,380000
12,5,548,2005,20000,4,1,1,2,120000
12,148,501,2018,20000,4,1,1,0,395000
18,285,351,2010,160000,1,1,1,0,360000
15,491,530,2015,100000,1,1,1,0,451000
3,439,15,2010,45000,4,1,1,2,175000
3,439,15,2009,44800,4,1,1,2,170000
10,418,630,2006,40000,4,1,1,2,100000
12,338,569,2014,120000,4,1,1,4,150000
19,252,642,2011,10000,1,1,1,2,149000
19,248,145,2011,80000,1,1,1,2,160000
11,571,487,2014,156000,1,1,1,0,800000
20,269,425,2010,120000,1,1,1,2,819999
